id,timestamp,prob,type
IV.FDMO.,2016-10-30 03:15:47.960,0.5712744,s
IV.FDMO.,2016-10-30 03:15:59.730,0.54128385,p
IV.FDMO.,2016-10-30 03:16:01.750,0.52672434,s
IV.FDMO.,2016-10-30 03:17:43.840,0.9827154,p
IV.FDMO.,2016-10-30 03:17:45.910,0.93648124,s
IV.FDMO.,2016-10-30 03:18:50.290,0.7500764,p
IV.FDMO.,2016-10-30 03:18:53.710,0.6054253,s
IV.FDMO.,2016-10-30 03:21:57.160,0.727726,p
IV.FDMO.,2016-10-30 03:21:58.570,0.62574357,s
IV.FDMO.,2016-10-30 03:24:22.490,0.54025584,s
IV.FDMO.,2016-10-30 03:25:34.760,0.84457076,p
IV.FDMO.,2016-10-30 03:25:35.960,0.8384842,s
IV.FDMO.,2016-10-30 03:28:37.960,0.8394806,p
IV.FDMO.,2016-10-30 03:28:40.800,0.7881017,s
IV.FDMO.,2016-10-30 03:30:49.800,0.9347065,p
IV.FDMO.,2016-10-30 03:30:50.690,0.68128085,s
IV.FDMO.,2016-10-30 03:33:08.580,0.9034887,p
IV.FDMO.,2016-10-30 03:33:11.300,0.8217169,s
IV.FDMO.,2016-10-30 03:35:17.100,0.518002,p
IV.FDMO.,2016-10-30 03:36:12.790,0.5235546,s
IV.FDMO.,2016-10-30 03:37:14.950,0.88730574,p
IV.FDMO.,2016-10-30 03:37:17.780,0.7176782,s
IV.FDMO.,2016-10-30 03:39:48.180,0.903088,p
IV.FDMO.,2016-10-30 03:40:16.490,0.66699207,p
IV.FDMO.,2016-10-30 03:40:17.380,0.6647862,s
IV.FDMO.,2016-10-30 03:41:56.030,0.9126474,p
IV.FDMO.,2016-10-30 03:42:36.140,0.89379704,p
IV.FDMO.,2016-10-30 03:43:24.970,0.97856903,p
IV.FDMO.,2016-10-30 03:43:25.770,0.84083354,s
IV.FDMO.,2016-10-30 03:46:02.140,0.94735706,p
IV.FDMO.,2016-10-30 03:46:04.740,0.8971991,s
IV.FDMO.,2016-10-30 03:47:03.580,0.51477534,s
IV.FDMO.,2016-10-30 03:47:24.540,0.5590432,p
IV.FDMO.,2016-10-30 03:49:22.540,0.9764056,p
IV.FDMO.,2016-10-30 03:49:23.460,0.9068095,s
IV.FDMO.,2016-10-30 03:50:00.050,0.7289988,p
IV.FDMO.,2016-10-30 03:51:47.160,0.91121304,p
IV.FDMO.,2016-10-30 03:51:50.130,0.8278332,s
IV.FDMO.,2016-10-30 03:52:12.610,0.59632945,p
IV.FDMO.,2016-10-30 03:52:14.160,0.7826556,s
IV.FDMO.,2016-10-30 03:53:27.990,0.80568576,p
IV.FDMO.,2016-10-30 03:53:31.890,0.531108,s
IV.FDMO.,2016-10-30 03:54:43.390,0.8940662,p
IV.FDMO.,2016-10-30 03:54:43.980,0.59689814,s
IV.FDMO.,2016-10-30 03:55:25.210,0.92253965,p
IV.FDMO.,2016-10-30 03:55:51.130,0.5011087,s
IV.FDMO.,2016-10-30 03:56:54.890,0.59678006,s
IV.FDMO.,2016-10-30 03:58:18.540,0.923375,p
IV.FDMO.,2016-10-30 03:58:21.900,0.6505845,s
IV.FDMO.,2016-10-30 04:00:09.790,0.6750507,p
IV.FDMO.,2016-10-30 04:01:00.140,0.84331536,p
IV.FDMO.,2016-10-30 04:02:24.780,0.60073525,p
IV.FDMO.,2016-10-30 04:02:26.110,0.7261402,s
IV.FDMO.,2016-10-30 04:02:50.560,0.52916265,p
IV.FDMO.,2016-10-30 04:09:03.890,0.7474897,p
IV.FDMO.,2016-10-30 04:09:06.340,0.7167418,s
IV.FDMO.,2016-10-30 04:10:27.460,0.5289151,p
IV.FDMO.,2016-10-30 04:10:28.910,0.7616234,s
IV.FDMO.,2016-10-30 04:11:31.060,0.56399393,s
IV.FDMO.,2016-10-30 04:14:24.630,0.8660859,p
IV.FDMO.,2016-10-30 04:14:27.660,0.86819845,s
IV.FDMO.,2016-10-30 04:16:11.340,0.6645049,p
IV.FDMO.,2016-10-30 04:17:14.380,0.92924434,p
IV.FDMO.,2016-10-30 04:17:15.460,0.7967522,s
IV.FDMO.,2016-10-30 04:18:31.490,0.6949332,p
IV.FDMO.,2016-10-30 04:18:33.000,0.70172244,s
IV.FDMO.,2016-10-30 04:19:57.380,0.77330554,p
IV.FDMO.,2016-10-30 04:19:58.040,0.51877034,s
IV.FDMO.,2016-10-30 04:21:38.350,0.5928299,p
IV.FDMO.,2016-10-30 04:23:50.800,0.5488274,p
IV.FDMO.,2016-10-30 04:26:24.960,0.6873268,s
IV.FDMO.,2016-10-30 04:27:24.420,0.92566687,p
IV.FDMO.,2016-10-30 04:27:27.490,0.82790613,s
IV.FDMO.,2016-10-30 04:28:56.510,0.97046924,p
IV.FDMO.,2016-10-30 04:28:57.430,0.8882817,s
IV.FDMO.,2016-10-30 04:29:59.610,0.92081463,p
IV.FDMO.,2016-10-30 04:30:00.340,0.64664674,s
IV.FDMO.,2016-10-30 04:31:13.170,0.95406634,p
IV.FDMO.,2016-10-30 04:31:14.240,0.83194673,s
IV.FDMO.,2016-10-30 04:32:03.710,0.5723137,s
IV.FDMO.,2016-10-30 04:32:30.030,0.97531843,p
IV.FDMO.,2016-10-30 04:32:32.970,0.90294814,s
IV.FDMO.,2016-10-30 04:32:59.490,0.94875973,p
IV.FDMO.,2016-10-30 04:33:00.460,0.89580786,s
IV.FDMO.,2016-10-30 04:35:11.220,0.60538226,p
IV.FDMO.,2016-10-30 04:37:06.400,0.77711475,p
IV.FDMO.,2016-10-30 04:37:07.390,0.6569514,s
IV.FDMO.,2016-10-30 04:37:36.760,0.92344517,p
IV.FDMO.,2016-10-30 04:37:37.480,0.79707813,s
IV.FDMO.,2016-10-30 04:40:01.400,0.6896502,p
IV.FDMO.,2016-10-30 04:43:51.780,0.730037,p
IV.FDMO.,2016-10-30 04:45:01.540,0.97686416,p
IV.FDMO.,2016-10-30 04:45:02.750,0.8102921,s
IV.FDMO.,2016-10-30 04:45:46.830,0.98180854,p
IV.FDMO.,2016-10-30 04:45:47.860,0.74709535,s
IV.FDMO.,2016-10-30 04:46:54.730,0.619023,p
IV.FDMO.,2016-10-30 04:46:55.740,0.62307054,s
IV.FDMO.,2016-10-30 04:47:29.350,0.7036041,p
IV.FDMO.,2016-10-30 04:50:35.930,0.9802623,p
IV.FDMO.,2016-10-30 04:50:36.900,0.93418515,s
IV.FDMO.,2016-10-30 04:51:18.610,0.6081493,s
IV.FDMO.,2016-10-30 04:51:47.170,0.9773495,p
IV.FDMO.,2016-10-30 04:51:48.110,0.90415967,s
IV.FDMO.,2016-10-30 04:52:07.470,0.9401245,p
IV.FDMO.,2016-10-30 04:52:10.030,0.8732635,s
IV.FDMO.,2016-10-30 04:52:27.320,0.9365222,p
IV.FDMO.,2016-10-30 04:52:28.120,0.6947702,s
IV.FDMO.,2016-10-30 04:57:04.620,0.9293303,p
IV.FDMO.,2016-10-30 04:57:35.960,0.83659655,p
IV.FDMO.,2016-10-30 04:57:36.790,0.76441413,s
IV.FDMO.,2016-10-30 04:58:50.240,0.7369269,p
IV.FDMO.,2016-10-30 04:59:47.870,0.93010163,p
IV.FDMO.,2016-10-30 04:59:51.290,0.7492218,s
IV.FDMO.,2016-10-30 05:00:41.030,0.53111756,p
IV.FDMO.,2016-10-30 05:01:18.870,0.97748625,p
IV.FDMO.,2016-10-30 05:01:22.510,0.88435733,s
IV.FDMO.,2016-10-30 05:02:12.170,0.5544264,p
IV.FDMO.,2016-10-30 05:02:53.070,0.97588986,p
IV.FDMO.,2016-10-30 05:02:56.660,0.84162277,s
IV.FDMO.,2016-10-30 05:03:57.020,0.5009765,p
IV.FDMO.,2016-10-30 05:04:29.860,0.5636657,p
IV.FDMO.,2016-10-30 05:05:40.890,0.77629125,p
IV.FDMO.,2016-10-30 05:05:43.330,0.5016457,s
IV.FDMO.,2016-10-30 05:06:05.510,0.7554215,p
IV.FDMO.,2016-10-30 05:06:09.060,0.5734269,s
IV.FDMO.,2016-10-30 05:07:51.160,0.8074696,p
IV.FDMO.,2016-10-30 05:07:51.850,0.688455,s
IV.FDMO.,2016-10-30 05:09:14.630,0.9698434,p
IV.FDMO.,2016-10-30 05:09:15.950,0.8967303,s
IV.FDMO.,2016-10-30 05:10:56.760,0.90961385,p
IV.FDMO.,2016-10-30 05:11:42.310,0.8135813,p
IV.FDMO.,2016-10-30 05:14:52.550,0.97657967,p
IV.FDMO.,2016-10-30 05:14:55.450,0.8535533,s
IV.FDMO.,2016-10-30 05:16:19.710,0.86076355,p
IV.FDMO.,2016-10-30 05:16:22.800,0.6922207,s
IV.FDMO.,2016-10-30 05:17:37.070,0.6700457,p
IV.FDMO.,2016-10-30 05:18:33.060,0.79096836,p
IV.FDMO.,2016-10-30 05:20:40.590,0.94383967,p
IV.FDMO.,2016-10-30 05:20:41.890,0.9455658,s
IV.FDMO.,2016-10-30 05:22:07.640,0.64067304,p
IV.FDMO.,2016-10-30 05:25:42.560,0.651268,p
IV.FDMO.,2016-10-30 05:26:24.710,0.8617517,p
IV.FDMO.,2016-10-30 05:26:27.590,0.6948165,s
IV.FDMO.,2016-10-30 05:27:49.800,0.90603065,p
IV.FDMO.,2016-10-30 05:28:59.380,0.50949234,s
IV.FDMO.,2016-10-30 05:30:48.800,0.89682007,p
IV.FDMO.,2016-10-30 05:30:52.400,0.6950731,s
IV.FDMO.,2016-10-30 05:31:35.610,0.8518308,p
IV.FDMO.,2016-10-30 05:31:38.530,0.703008,s
IV.FDMO.,2016-10-30 05:31:55.760,0.65940434,p
IV.FDMO.,2016-10-30 05:31:58.610,0.76730263,s
IV.FDMO.,2016-10-30 05:33:53.670,0.8553782,p
IV.FDMO.,2016-10-30 05:33:56.150,0.654807,s
IV.FDMO.,2016-10-30 05:34:31.620,0.5535928,p
IV.FDMO.,2016-10-30 05:34:38.670,0.5007605,s
IV.FDMO.,2016-10-30 05:35:33.700,0.534418,p
IV.FDMO.,2016-10-30 05:37:11.690,0.74158615,p
IV.FDMO.,2016-10-30 05:38:22.540,0.5035823,p
IV.FDMO.,2016-10-30 05:39:47.190,0.8547575,p
IV.FDMO.,2016-10-30 05:40:26.620,0.69697887,p
IV.FDMO.,2016-10-30 05:41:41.990,0.53928274,p
IV.FDMO.,2016-10-30 05:41:45.190,0.65120137,s
IV.FDMO.,2016-10-30 05:42:56.740,0.78658843,p
IV.FDMO.,2016-10-30 05:44:09.980,0.88511646,p
IV.FDMO.,2016-10-30 05:44:10.920,0.9347333,s
IV.FDMO.,2016-10-30 05:45:25.880,0.85136545,p
IV.FDMO.,2016-10-30 05:46:19.330,0.6226009,s
IV.FDMO.,2016-10-30 05:47:49.990,0.6259313,s
IV.FDMO.,2016-10-30 05:49:53.760,0.52011013,p
IV.FDMO.,2016-10-30 05:50:42.390,0.6755255,p
IV.FDMO.,2016-10-30 05:51:10.380,0.9218407,p
IV.FDMO.,2016-10-30 05:52:10.900,0.80844647,p
IV.FDMO.,2016-10-30 05:52:13.350,0.6229193,s
IV.FDMO.,2016-10-30 05:52:27.120,0.8397834,p
IV.FDMO.,2016-10-30 05:52:29.040,0.7665857,s
IV.FDMO.,2016-10-30 05:53:04.120,0.833053,p
IV.FDMO.,2016-10-30 05:53:05.190,0.6571229,s
IV.FDMO.,2016-10-30 05:55:22.050,0.8440677,p
IV.FDMO.,2016-10-30 05:55:23.110,0.7498983,s
IV.FDMO.,2016-10-30 05:56:39.590,0.9427681,p
IV.FDMO.,2016-10-30 05:56:40.120,0.50995344,s
IV.FDMO.,2016-10-30 06:00:22.960,0.65791625,p
IV.FDMO.,2016-10-30 06:00:24.710,0.6831274,s
IV.FDMO.,2016-10-30 06:02:41.680,0.60932887,p
IV.FDMO.,2016-10-30 06:04:13.170,0.96972567,p
IV.FDMO.,2016-10-30 06:04:17.050,0.8122984,s
IV.FDMO.,2016-10-30 06:06:34.560,0.6337843,p
IV.FDMO.,2016-10-30 06:06:36.620,0.6995015,s
IV.FDMO.,2016-10-30 06:10:32.790,0.93659973,p
IV.FDMO.,2016-10-30 06:10:34.890,0.9083541,s
IV.FDMO.,2016-10-30 06:11:15.090,0.5784825,p
IV.FDMO.,2016-10-30 06:12:30.270,0.81107765,p
IV.FDMO.,2016-10-30 06:12:54.150,0.7700308,p
IV.FDMO.,2016-10-30 06:12:55.260,0.6473898,s
IV.FDMO.,2016-10-30 06:14:56.200,0.93629026,p
IV.FDMO.,2016-10-30 06:14:57.010,0.8465776,s
IV.FDMO.,2016-10-30 06:16:10.010,0.6325895,s
IV.FDMO.,2016-10-30 06:16:30.540,0.9773293,p
IV.FDMO.,2016-10-30 06:16:31.450,0.94519794,s
IV.FDMO.,2016-10-30 06:18:10.810,0.81477356,p
IV.FDMO.,2016-10-30 06:18:13.430,0.7841723,s
IV.FDMO.,2016-10-30 06:19:58.360,0.5503547,p
IV.FDMO.,2016-10-30 06:20:02.050,0.5999953,s
IV.FDMO.,2016-10-30 06:20:14.900,0.50228846,p
IV.FDMO.,2016-10-30 06:21:04.260,0.65435123,p
IV.FDMO.,2016-10-30 06:21:07.390,0.55255747,s
IV.FDMO.,2016-10-30 06:22:30.340,0.63777286,p
IV.FDMO.,2016-10-30 06:22:31.340,0.5636975,s
IV.FDMO.,2016-10-30 06:27:43.270,0.72790164,p
IV.FDMO.,2016-10-30 06:27:46.160,0.63911325,s
IV.FDMO.,2016-10-30 06:31:03.130,0.9192238,p
IV.FDMO.,2016-10-30 06:31:03.970,0.70720816,s
IV.FDMO.,2016-10-30 06:31:23.250,0.7402123,p
IV.FDMO.,2016-10-30 06:31:25.420,0.81475633,s
IV.FDMO.,2016-10-30 06:33:11.030,0.51134,p
IV.FDMO.,2016-10-30 06:33:57.240,0.92524946,p
IV.FDMO.,2016-10-30 06:33:58.130,0.7552295,s
IV.FDMO.,2016-10-30 06:34:36.960,0.9708141,p
IV.FDMO.,2016-10-30 06:34:40.360,0.8648282,s
IV.FDMO.,2016-10-30 06:36:42.580,0.9321032,p
IV.FDMO.,2016-10-30 06:38:31.420,0.59073496,s
IV.FDMO.,2016-10-30 06:39:50.380,0.56295896,p
IV.FDMO.,2016-10-30 06:40:22.250,0.93741214,p
